Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Scholarship holder,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Admission grade,Displaced,Previous qualification (grade),Curricular units 2nd sem (evaluations),Application order,Daytime/evening attendance	,Curricular units 2nd sem (credited),Curricular units 1st sem (credited),Curricular units 1st sem (evaluations),GDP,Course,Target
5,15.6,6,16.333333333333332,0,0,6,6,132.9,1,135.0,8,1,1,0,0,9,-1.7,9853,Dropout
12,12.857142857142858,14,12.5625,1,0,12,17,140.0,0,140.0,24,1,1,7,10,29,-4.06,9130,Graduate
0,0.0,0,0.0,1,0,8,7,140.0,0,140.0,0,1,1,0,0,0,0.79,9500,Dropout
6,12.0,5,12.4,1,0,6,6,99.3,1,100.0,6,2,1,0,0,8,1.79,9238,Graduate
8,13.78125,8,13.78125,1,1,8,8,119.3,0,126.0,9,1,1,0,0,9,-3.12,9500,Graduate
5,11.666666666666666,6,12.166666666666666,1,0,6,6,113.2,1,123.0,8,2,1,0,0,10,-0.92,9254,Dropout
4,12.0,4,10.8,1,0,6,6,123.0,0,137.0,15,1,0,0,0,13,-0.92,8014,Graduate
8,14.28625,7,13.26,1,1,8,7,127.2,1,138.0,8,6,1,0,0,8,-4.06,9500,Graduate
3,10.666666666666666,4,12.0,0,0,6,6,141.0,1,128.0,15,2,1,0,0,10,0.32,9773,Dropout
6,14.428571428571429,6,11.875,1,1,6,6,121.7,0,136.0,7,1,1,0,0,9,-0.92,9238,Graduate
5,13.2,6,13.333333333333334,1,0,6,6,142.5,1,140.0,9,1,1,0,0,6,-3.12,9773,Graduate
5,13.0,6,14.428571428571429,1,0,6,6,150.0,1,150.0,9,1,1,1,2,7,0.79,9085,Graduate
6,14.333333333333334,6,15.0,1,1,6,6,134.5,1,131.0,8,1,1,0,0,7,1.79,9003,Graduate
8,16.8,7,15.155555555555557,1,0,8,7,129.5,1,136.0,8,2,1,0,0,9,-1.7,9556,Graduate
6,11.857142857142858,6,10.666666666666666,1,0,6,6,113.2,1,117.0,7,1,1,0,0,8,2.02,9238,Graduate
4,11.25,5,11.0,1,0,6,6,140.2,1,158.0,9,1,1,0,0,9,1.74,9853,Dropout
0,0.0,0,0.0,1,0,6,6,119.2,1,129.0,0,2,1,0,0,0,3.51,9670,Dropout
6,12.0,6,12.285714285714286,1,0,6,6,140.7,0,140.0,7,1,1,0,0,7,1.79,9238,Graduate
8,12.82875,8,12.82875,1,0,8,8,142.3,1,141.0,8,5,1,0,0,8,-3.12,9500,Dropout
5,14.4,6,12.666666666666666,1,0,6,6,129.9,1,132.0,8,4,1,0,0,6,0.32,9773,Graduate
0,0.0,2,13.0,0,1,6,6,104.1,1,109.0,8,1,1,0,0,16,-4.06,9085,Dropout
4,12.4,5,10.875,1,0,5,5,122.4,0,135.0,8,1,1,0,0,10,0.79,9147,Graduate
5,11.6,5,12.8,1,1,5,5,120.6,1,122.0,8,1,1,0,0,5,-3.12,9147,Graduate
0,0.0,5,11.285714285714286,1,0,6,6,112.4,1,118.0,7,3,1,0,0,10,-0.92,9238,Dropout
0,0.0,0,0.0,1,0,0,0,157.9,0,174.0,0,1,1,0,0,0,0.79,171,Graduate
1,10.0,0,0.0,1,1,6,6,125.9,0,142.0,11,1,1,0,0,0,1.74,9254,Dropout
8,13.744444444444444,6,13.766666666666666,1,1,8,7,118.4,1,131.0,9,2,1,0,0,9,-0.92,9500,Dropout
6,12.758333333333333,6,12.758333333333333,0,0,8,8,130.8,1,139.0,9,3,1,0,0,9,-3.12,9500,Dropout
0,0.0,0,0.0,1,1,0,0,176.7,1,170.0,0,1,1,0,0,0,2.02,171,Dropout
6,13.25,6,12.666666666666666,1,0,6,6,156.8,1,182.0,8,1,1,0,0,6,1.74,9070,Graduate
6,12.0,6,12.25,1,1,6,6,128.0,0,142.0,8,1,1,0,0,8,-0.92,9238,Graduate
5,12.2,3,11.333333333333334,1,0,5,5,113.8,1,119.0,8,2,1,0,0,8,0.32,9147,Graduate
8,13.05,7,13.507142857142856,1,1,8,7,120.8,1,128.0,12,5,1,0,0,9,-0.92,9500,Graduate
7,13.614285714285714,7,13.614285714285714,1,0,8,8,130.8,1,150.0,8,3,1,0,0,8,-1.7,9500,Graduate
0,0.0,0,0.0,1,0,6,6,101.0,0,133.1,6,1,1,0,0,6,-4.06,9254,Dropout
6,12.166666666666666,4,11.5,0,0,6,6,126.1,1,131.0,6,5,1,0,0,9,0.32,9070,Graduate
6,12.5,6,12.333333333333334,1,0,6,6,113.8,1,118.0,7,5,1,0,0,7,3.51,9773,Graduate
8,14.4375,7,11.971428571428572,1,1,8,7,118.3,1,122.0,8,2,1,0,0,7,-4.06,9556,Graduate
2,11.5,2,13.0,0,1,5,5,127.9,0,116.0,13,1,1,0,0,12,-3.12,9147,Dropout
5,11.285714285714286,2,13.5,1,0,5,5,117.9,1,128.0,12,4,1,0,0,12,1.74,9085,Graduate
6,13.285714285714286,6,12.166666666666666,1,0,6,6,115.7,1,123.0,7,1,1,0,0,8,2.02,9238,Graduate
0,0.0,0,0.0,1,0,0,0,141.0,1,133.1,0,2,1,0,0,0,-1.7,171,Graduate
6,13.666666666666666,6,11.666666666666666,1,0,6,6,120.0,0,110.0,6,1,0,0,0,6,1.74,8014,Graduate
6,12.833333333333334,5,13.4,1,1,6,6,131.1,0,150.0,6,1,1,0,0,7,-4.06,9070,Graduate
4,12.5,6,12.0,1,0,6,6,117.8,1,129.0,11,6,1,0,0,11,3.51,9254,Graduate
5,14.8,5,14.2,1,0,5,5,140.0,1,140.0,5,1,1,0,0,6,1.74,9085,Graduate
6,14.428571428571429,6,12.125,1,1,6,6,108.0,0,133.1,7,1,1,0,0,8,-0.92,9238,Graduate
7,13.285714285714286,7,13.857142857142858,1,0,7,7,122.9,1,132.0,7,1,1,0,0,7,2.02,9853,Graduate
8,13.125555555555556,7,14.283333333333337,1,0,8,7,126.0,1,137.0,9,4,1,0,0,9,-4.06,9500,Graduate
9,13.0,11,13.272727272727272,1,0,11,13,134.0,0,133.1,13,1,1,6,10,21,0.32,9238,Graduate
6,15.142857142857142,6,14.666666666666666,1,0,6,6,134.3,1,143.0,7,1,1,0,0,6,3.51,9070,Graduate
8,15.092,7,15.114999999999998,1,1,8,7,138.7,0,148.0,10,1,1,0,0,10,-4.06,9500,Graduate
6,13.142857142857142,6,15.0,1,0,6,6,160.0,1,160.0,7,1,1,1,1,13,-0.92,9085,Graduate
5,14.333333333333334,5,13.2,1,0,6,6,111.0,0,112.0,9,2,1,0,0,8,-3.12,9853,Graduate
3,10.333333333333334,2,11.0,1,1,6,6,128.5,1,133.0,14,4,1,0,0,14,0.32,9254,Dropout
7,14.565714285714288,7,14.565714285714288,1,1,8,8,133.0,0,142.0,8,4,1,0,0,8,1.74,9500,Graduate
4,10.75,3,12.0,0,0,5,5,114.6,1,123.0,6,2,1,0,0,8,0.32,9670,Dropout
0,0.0,0,0.0,1,0,5,6,104.1,0,103.0,5,1,1,0,0,6,3.51,9238,Dropout
7,13.775,6,13.796666666666669,1,0,8,7,127.6,1,140.0,11,4,1,0,0,7,1.79,9500,Graduate
6,15.333333333333334,6,14.833333333333334,1,0,6,6,151.0,1,159.0,6,2,1,0,0,6,-1.7,9773,Graduate
6,13.833333333333334,6,12.833333333333334,1,0,6,6,135.7,1,140.0,6,1,1,2,3,6,1.79,9238,Graduate
7,14.962857142857144,7,14.962857142857144,1,1,8,8,137.8,1,148.0,8,1,1,0,0,8,1.74,9500,Graduate
5,11.2,4,12.0,1,0,5,5,117.3,1,112.0,8,6,1,0,0,8,2.02,9147,Graduate
8,12.8,7,12.4,1,0,8,7,121.2,1,131.0,9,2,1,0,0,8,-0.92,9500,Graduate
6,17.166666666666668,6,15.571428571428571,1,0,6,6,129.3,1,145.0,6,1,1,0,0,7,-0.92,9670,Graduate
7,13.714285714285714,7,13.714285714285714,1,0,8,8,123.0,1,133.1,8,5,1,0,0,8,-1.7,9500,Graduate
6,12.166666666666666,6,13.142857142857142,1,0,6,6,140.0,0,140.0,9,1,1,0,2,9,0.79,9085,Graduate
3,11.0,6,15.0,1,0,6,6,140.0,0,140.0,8,1,1,0,0,7,2.02,9070,Graduate
0,0.0,1,13.0,0,0,5,5,144.6,0,150.0,5,1,1,0,0,6,0.32,9085,Dropout
11,12.75,11,12.0,1,1,11,11,118.3,0,120.0,14,1,1,6,8,12,0.79,9238,Graduate
0,0.0,0,0.0,1,0,0,0,153.6,1,156.0,0,1,1,0,0,0,-3.12,171,Graduate
6,14.166666666666666,6,15.166666666666666,1,0,6,6,158.3,1,167.0,6,4,1,0,0,6,-4.06,9070,Graduate
2,10.5,4,12.0,1,0,6,6,100.0,0,133.1,13,1,0,1,1,9,0.32,8014,Dropout
8,14.772727272727272,7,13.642857142857142,1,0,8,7,134.9,0,147.0,11,1,1,0,0,7,-0.92,9500,Graduate
6,12.714285714285714,6,12.666666666666666,1,0,6,6,142.0,1,129.0,7,3,1,0,0,8,-3.12,9773,Graduate
0,0.0,0,0.0,1,0,0,0,127.3,1,136.0,0,1,1,0,0,0,-4.06,171,Dropout
6,10.5,5,10.8,1,1,6,6,116.5,0,128.0,9,1,1,0,0,8,1.79,9238,Graduate
8,13.063636363636364,6,14.25,1,1,8,7,138.6,0,140.0,11,1,1,0,0,9,-0.92,9500,Graduate
10,12.9,12,12.153846153846152,1,0,12,14,133.0,0,141.0,18,1,1,5,6,22,1.74,9853,Dropout
3,12.333333333333334,4,12.25,1,1,6,6,118.0,1,125.0,9,1,1,0,0,10,-3.12,9254,Graduate
8,13.40375,8,13.40375,1,1,8,8,128.5,1,140.0,8,6,1,0,0,8,-3.12,9500,Graduate
3,12.666666666666666,6,11.333333333333334,1,1,6,6,129.9,0,140.0,9,1,1,0,0,15,-3.12,9254,Graduate
6,12.333333333333334,5,12.2,1,0,6,6,125.8,0,137.0,6,4,1,0,0,7,-1.7,9773,Dropout
0,0.0,0,0.0,1,0,8,7,124.7,1,138.0,0,6,1,0,0,0,-0.92,9500,Dropout
4,16.0,5,16.166666666666668,0,0,6,6,154.9,0,130.0,10,1,1,0,0,8,3.51,9003,Dropout
0,0.0,0,0.0,1,1,0,0,129.0,1,136.0,0,1,1,0,0,0,0.79,171,Graduate
2,10.0,3,11.0,1,0,5,5,127.3,1,136.0,7,3,1,0,0,8,-1.7,9147,Dropout
0,0.0,0,0.0,1,0,7,7,100.5,0,133.1,13,2,1,0,0,18,2.02,9556,Dropout
0,0.0,4,12.5,0,0,6,6,122.0,1,140.0,7,1,0,0,0,11,1.79,8014,Dropout
2,12.6,7,11.294444444444444,1,0,8,7,140.0,0,150.0,22,1,1,0,0,11,-4.06,9500,Graduate
4,12.5,5,11.2,1,0,6,6,116.1,1,121.0,11,2,1,0,0,8,-4.06,9254,Graduate
0,0.0,0,0.0,1,0,0,0,130.0,1,120.0,0,1,1,0,0,0,0.32,171,Dropout
5,11.8,5,13.2,1,0,6,6,146.2,1,143.0,6,2,1,0,0,7,-0.92,9070,Graduate
0,0.0,0,0.0,0,0,5,5,127.8,1,132.0,0,5,1,0,0,0,2.02,9147,Dropout
0,0.0,0,0.0,0,0,6,6,132.4,1,131.0,0,5,1,0,0,6,2.02,9773,Dropout
7,13.1,7,13.1,1,0,8,8,129.3,1,149.0,8,3,1,0,0,8,-1.7,9500,Graduate
6,13.166666666666666,6,13.5,1,0,6,6,125.4,1,124.0,6,1,1,0,0,6,-3.12,9070,Graduate
3,13.0,5,11.571428571428571,1,0,6,6,132.0,0,140.0,10,1,1,0,0,10,-0.92,9238,Dropout
6,15.166666666666666,6,15.285714285714286,1,0,6,6,170.0,1,170.0,6,1,1,0,0,7,1.79,9003,Graduate
4,13.6,6,13.433333333333332,1,0,7,7,115.5,0,126.0,10,2,1,0,0,11,3.51,9556,Graduate
3,11.0,5,11.6,1,0,5,5,127.6,1,129.0,9,2,1,0,0,8,1.74,9147,Dropout
6,13.5,6,14.666666666666666,1,0,6,6,140.0,0,140.0,6,1,1,0,0,6,2.02,9773,Graduate
6,14.666666666666666,6,14.666666666666666,1,0,6,6,120.2,1,130.0,12,1,1,0,0,9,-1.7,9070,Graduate
7,12.742857142857144,7,12.742857142857144,1,0,8,8,150.0,0,130.0,8,1,1,0,0,8,-1.7,9500,Graduate
7,13.12857142857143,7,11.975,1,0,8,7,100.0,1,99.0,9,2,1,0,0,9,0.79,9500,Graduate
0,0.0,0,0.0,0,0,0,0,128.0,0,129.0,0,1,1,0,0,0,-3.12,171,Dropout
7,14.935714285714283,7,14.935714285714283,1,1,8,8,128.0,1,132.0,8,2,1,0,0,8,1.74,9500,Graduate
4,10.0,2,10.5,1,0,6,6,107.2,1,110.0,15,3,1,0,1,16,0.32,9254,Dropout
5,13.0,5,13.333333333333334,1,0,6,6,110.1,1,116.0,6,1,1,0,0,9,1.79,9670,Graduate
0,0.0,0,0.0,1,0,6,6,119.0,0,119.0,8,1,1,0,0,6,-4.06,9003,Dropout
4,14.0,5,13.8,1,0,6,6,155.5,0,120.0,13,1,1,0,0,12,-1.7,9773,Dropout
4,10.75,6,11.833333333333334,1,0,6,6,118.4,0,117.0,8,1,1,0,0,6,-0.92,9070,Graduate
0,0.0,0,0.0,1,0,0,0,141.2,1,137.0,0,4,1,0,0,0,2.02,171,Graduate
0,0.0,0,0.0,1,0,0,0,119.1,1,124.0,0,1,1,0,0,0,-0.92,171,Dropout
0,0.0,2,10.0,1,0,5,5,111.0,0,151.0,9,1,1,0,0,9,-4.06,9147,Dropout
3,11.666666666666666,4,11.5,1,0,6,6,138.6,1,138.6,11,1,1,0,0,10,0.32,9254,Dropout
0,0.0,0,0.0,1,1,0,0,150.4,1,136.0,0,1,1,0,0,0,1.79,171,Graduate
0,0.0,0,0.0,0,0,6,6,102.5,0,133.1,7,1,1,0,0,7,-0.92,9254,Dropout
5,12.2,6,13.0,1,0,6,6,122.3,0,150.0,8,1,1,0,0,10,0.79,9254,Graduate
8,13.90625,7,13.462857142857144,1,1,8,7,126.4,1,133.0,8,4,1,0,0,7,2.02,9500,Graduate
1,10.0,3,10.0,1,0,6,6,100.0,0,133.1,15,1,1,0,0,13,0.32,9254,Dropout
6,13.666666666666666,6,12.333333333333334,1,0,6,6,117.1,1,129.0,7,4,1,0,0,6,3.51,9238,Graduate
0,0.0,0,0.0,0,0,5,5,129.4,1,130.0,7,1,1,0,0,6,0.79,9119,Dropout
4,13.25,5,13.6,1,0,5,5,138.9,1,141.0,6,1,1,0,0,5,1.74,9130,Graduate
2,14.0,6,12.333333333333334,1,0,6,6,138.6,0,140.0,6,1,1,2,3,7,0.79,9238,Dropout
7,12.25,10,11.454545454545457,1,0,11,13,133.9,1,122.0,13,1,1,5,9,16,1.79,171,Dropout
5,14.4,8,13.5,1,0,11,13,140.0,0,140.0,12,1,1,5,8,13,2.02,9085,Dropout
0,0.0,0,0.0,0,0,5,5,95.1,0,133.1,6,1,1,0,0,5,1.74,9119,Dropout
0,0.0,2,11.0,0,0,5,5,128.2,0,120.0,0,1,0,0,0,5,-1.7,9991,Dropout
5,14.333333333333334,6,13.714285714285714,1,0,6,6,121.5,0,133.1,13,1,1,0,0,9,-0.92,9254,Dropout
12,12.25,21,12.363636363636363,0,0,16,21,120.0,1,120.0,21,1,1,12,18,26,2.02,33,Dropout
3,12.666666666666666,2,12.0,1,0,6,6,120.0,0,120.0,10,1,1,0,0,9,-1.7,9070,Dropout
6,13.166666666666666,7,12.857142857142858,1,0,6,7,107.0,0,133.1,6,1,0,0,1,7,-1.7,8014,Graduate
2,11.5,0,0.0,1,0,5,5,114.4,0,123.0,8,1,1,0,0,6,-4.06,9147,Dropout
0,0.0,2,13.5,1,0,6,6,157.7,0,178.0,6,1,1,0,0,13,-4.06,9254,Dropout
10,15.0,11,15.090909090909092,0,0,10,11,150.0,0,130.0,11,1,1,5,5,14,2.02,9003,Dropout
1,13.0,2,13.5,1,0,6,6,140.0,0,140.0,9,1,1,1,2,8,-4.06,9003,Dropout
0,0.0,0,0.0,1,0,5,5,109.1,1,108.0,5,4,1,0,0,5,1.79,9147,Dropout
3,10.666666666666666,4,12.65,1,0,7,7,120.6,0,120.0,10,1,1,0,0,12,-0.92,9500,Dropout
0,0.0,0,0.0,1,0,5,5,161.9,0,100.0,7,1,0,0,0,7,-0.92,9991,Dropout
0,0.0,0,0.0,0,0,5,5,140.0,1,140.0,5,1,0,0,0,5,0.32,9991,Dropout
5,12.8,6,13.333333333333334,1,1,6,6,178.0,1,133.1,7,2,1,0,0,8,-3.12,9070,Graduate
5,11.142857142857142,3,11.333333333333334,1,0,5,5,138.3,0,133.1,8,1,0,0,0,9,0.79,9991,Dropout
0,0.0,0,0.0,1,0,6,6,128.0,1,140.0,0,4,0,0,0,0,-3.12,8014,Dropout
0,0.0,0,0.0,1,0,0,0,139.0,0,100.0,0,1,1,0,0,0,1.74,171,Dropout
2,10.5,3,11.666666666666666,0,0,5,5,113.2,0,123.0,8,2,0,0,0,7,0.32,9991,Dropout
6,14.428571428571429,6,12.166666666666666,1,0,6,6,139.0,0,133.1,8,1,0,0,0,8,1.79,8014,Graduate
4,12.75,6,13.333333333333334,1,0,6,6,110.0,1,135.0,6,1,1,0,0,7,2.02,9773,Graduate
0,0.0,6,12.142857142857142,1,0,6,6,161.1,0,120.0,6,1,0,0,0,9,-0.92,8014,Dropout
12,12.307692307692308,17,13.058823529411764,1,0,12,18,130.0,0,130.0,15,1,1,6,9,36,-4.06,9003,Graduate
5,10.0,5,11.833333333333334,0,0,6,6,121.0,0,133.1,8,1,1,0,0,9,3.51,9254,Dropout
10,11.8,10,12.4,1,0,10,11,118.6,0,120.0,13,1,1,6,9,14,0.79,9238,Graduate
0,0.0,0,0.0,0,0,5,5,115.8,0,133.1,9,1,1,0,0,5,1.74,9147,Dropout
5,13.4,5,11.0,1,0,5,5,160.0,0,120.0,5,1,0,0,0,5,-4.06,9991,Graduate
6,14.428571428571429,6,13.625,1,1,6,6,114.5,0,125.0,8,1,1,0,0,8,2.02,9254,Graduate
0,0.0,0,0.0,1,0,5,5,121.7,0,133.1,7,1,0,0,0,5,0.79,9991,Dropout
2,13.5,2,15.0,1,0,6,6,115.0,0,120.0,7,1,1,1,1,9,-4.06,9119,Dropout
5,11.0,5,10.8,1,0,6,6,125.3,0,127.0,11,1,1,0,0,9,0.32,9238,Graduate
3,11.333333333333334,3,13.666666666666666,1,0,5,5,131.0,0,131.0,10,1,1,0,0,11,-3.12,9147,Dropout
6,13.333333333333334,6,12.833333333333334,1,0,6,6,126.3,0,127.0,8,1,1,0,0,8,-4.06,9773,Graduate
0,0.0,0,0.0,0,0,0,0,127.1,0,132.0,0,1,1,0,0,0,0.32,171,Dropout
6,13.428571428571429,6,15.125,1,0,6,6,138.4,0,137.0,7,3,1,0,0,8,2.02,9670,Graduate
1,10.0,0,0.0,1,0,5,5,100.0,1,126.0,7,2,1,0,0,11,-0.92,9147,Dropout
5,11.0,5,11.4,1,0,6,6,126.2,0,136.0,8,1,1,0,0,10,1.74,9238,Graduate
6,11.0,4,12.25,1,0,6,6,118.8,0,124.0,9,1,1,0,0,12,-3.12,9238,Graduate
0,0.0,0,0.0,0,0,6,6,124.5,0,137.0,0,1,1,0,0,0,-0.92,9254,Dropout
0,0.0,0,0.0,1,0,5,5,95.0,0,133.1,5,1,1,0,0,14,2.02,9147,Dropout
0,0.0,2,13.0,0,0,5,5,140.0,1,140.0,5,1,1,0,2,7,-1.7,9130,Dropout
0,0.0,0,0.0,1,0,4,2,125.4,0,133.1,4,2,0,0,0,5,1.74,9991,Dropout
0,0.0,0,0.0,1,0,8,8,128.0,0,141.0,8,1,1,0,0,8,1.74,9500,Dropout
5,14.2,5,13.0,1,1,5,5,129.3,0,130.0,5,3,1,0,0,5,3.51,9119,Graduate
6,14.0,6,13.857142857142858,1,1,6,6,152.0,0,160.0,6,1,1,0,0,7,0.79,9238,Graduate
8,12.4875,6,13.391666666666666,1,0,8,7,128.8,0,140.0,8,1,1,0,0,7,1.79,9500,Graduate
0,0.0,4,12.75,1,1,5,5,152.8,1,150.0,5,1,1,0,0,7,0.32,9147,Dropout
5,14.6,4,14.5,1,0,5,5,150.0,1,150.0,5,1,1,0,0,7,1.74,9130,Graduate
6,12.166666666666666,6,12.166666666666666,1,0,6,6,112.0,0,133.1,6,1,1,0,0,7,1.79,9238,Graduate
5,15.6,5,15.4,1,0,5,5,135.6,1,152.0,5,1,1,0,0,5,-1.7,9130,Dropout
2,16.0,2,13.333333333333334,0,0,5,5,134.4,0,133.1,9,1,1,0,0,9,-0.92,9119,Dropout
0,0.0,0,0.0,1,0,5,5,120.5,0,130.0,5,1,0,0,0,5,-1.7,9991,Dropout
0,0.0,0,0.0,1,0,6,6,141.4,0,148.0,0,1,1,0,0,0,-4.06,9070,Dropout
6,14.714285714285714,6,13.714285714285714,1,0,6,6,145.2,0,148.0,8,1,1,0,0,7,-0.92,9254,Graduate
0,0.0,4,12.25,1,0,6,6,140.0,0,130.0,7,1,1,0,0,7,3.51,9238,Dropout
1,13.0,1,11.0,1,0,5,5,140.0,1,130.0,5,1,0,0,0,8,-3.12,9991,Dropout
6,10.5,6,10.166666666666666,1,0,6,6,112.6,1,122.0,10,1,1,0,0,9,-1.7,9238,Graduate
0,0.0,1,10.0,1,0,5,5,106.8,0,110.0,9,1,1,0,0,8,3.51,9119,Dropout
3,10.666666666666666,2,10.5,0,0,5,5,120.0,1,110.0,5,1,0,0,0,10,-3.12,9991,Dropout
0,0.0,0,0.0,1,1,0,0,160.6,1,170.0,0,1,1,0,0,0,-1.7,171,Graduate
0,0.0,0,0.0,0,1,6,6,130.0,0,110.0,6,1,1,0,0,6,-4.06,9070,Dropout
0,0.0,0,0.0,1,0,5,6,110.0,0,110.0,10,5,0,0,0,12,0.32,8014,Dropout
0,0.0,0,0.0,1,0,6,6,110.0,1,133.1,10,1,1,0,0,8,-0.92,9003,Dropout
5,12.4,5,13.333333333333334,1,0,6,6,145.8,0,133.1,15,1,1,0,0,15,1.79,9003,Graduate
0,0.0,0,0.0,1,1,0,0,130.2,1,126.0,0,6,1,0,0,0,-3.12,171,Dropout
6,14.333333333333334,6,13.571428571428571,1,1,6,6,122.3,0,137.0,6,1,1,0,0,7,1.79,9670,Graduate
6,11.166666666666666,6,12.833333333333334,1,1,6,6,125.4,1,117.0,7,4,1,0,0,6,2.02,9070,Graduate
5,11.2,4,10.25,1,0,8,5,130.0,0,100.0,18,1,0,3,1,6,-4.06,9991,Dropout
0,0.0,0,0.0,1,0,6,6,150.0,0,120.0,6,1,1,0,0,6,1.79,9130,Dropout
3,13.333333333333334,4,14.5,1,0,6,5,116.9,1,126.0,8,5,1,0,0,5,2.02,9119,Dropout
0,0.0,0,0.0,0,0,6,6,95.8,1,111.0,0,1,1,0,0,0,-4.06,9003,Dropout
12,11.5,18,11.666666666666666,1,0,13,18,150.0,0,150.0,13,1,1,12,16,22,-4.06,9003,Graduate
5,13.0,4,13.0,1,0,5,5,118.5,0,116.0,5,2,0,0,0,6,0.32,9991,Graduate
8,11.50625,7,12.12142857142857,1,0,9,7,131.1,0,130.0,12,1,1,0,0,8,1.79,9500,Graduate
7,13.75,9,14.22222222222222,1,1,9,11,150.3,1,150.0,15,1,1,4,7,15,3.51,9085,Graduate
5,15.285714285714286,5,12.166666666666666,1,0,5,5,105.6,1,108.0,7,1,1,0,0,7,1.79,9119,Graduate
0,0.0,0,0.0,1,1,6,6,125.3,0,133.1,0,1,1,0,0,0,1.79,9670,Dropout
6,11.5,6,12.666666666666666,1,0,6,6,131.0,1,120.0,6,1,1,0,0,6,1.79,9254,Graduate
7,13.614285714285714,7,13.614285714285714,1,0,8,8,127.0,0,146.0,8,1,1,0,0,8,-1.7,9500,Graduate
10,14.3,12,12.857142857142858,1,0,12,18,150.0,1,150.0,15,1,1,8,11,32,-0.92,9130,Graduate
5,14.2,4,14.0,1,0,5,5,149.2,0,160.0,5,1,1,0,0,7,0.32,9130,Graduate
5,11.8,4,14.75,1,1,6,6,121.5,1,125.0,6,1,1,0,0,8,-1.7,9670,Graduate
0,0.0,0,0.0,1,0,6,6,137.3,0,125.0,0,2,1,0,0,0,0.32,9085,Dropout
6,14.285714285714286,6,13.625,1,0,6,6,119.6,1,122.0,7,4,1,0,0,8,2.02,9670,Graduate
0,0.0,0,0.0,1,0,0,0,141.5,0,138.0,0,1,1,0,0,0,0.32,171,Graduate
4,11.875,4,11.8,1,0,6,6,150.0,1,150.0,11,1,1,0,0,12,-0.92,9003,Dropout
6,14.6,6,15.125,1,0,6,6,110.0,0,140.0,10,1,1,0,0,8,-0.92,9003,Graduate
2,10.5,4,11.5,1,0,6,6,110.2,1,113.0,10,5,1,0,0,10,-3.12,9254,Dropout
0,0.0,0,0.0,1,0,5,4,120.0,0,133.1,10,1,1,0,0,8,-3.12,9773,Dropout
5,12.8,3,10.333333333333334,1,0,5,5,114.2,1,118.0,6,5,1,0,0,9,1.79,9147,Graduate
6,14.5,6,13.833333333333334,1,0,6,6,121.5,1,125.0,6,1,1,0,0,6,3.51,9773,Graduate
6,13.666666666666666,6,14.0,1,0,6,6,128.2,1,131.0,8,1,1,0,0,7,1.79,9130,Graduate
3,13.333333333333334,1,18.0,1,0,5,5,120.0,1,133.1,10,1,1,0,0,11,1.74,9130,Dropout
0,0.0,0,0.0,1,1,0,0,136.9,1,139.0,0,5,1,0,0,0,-3.12,171,Graduate
5,11.0,4,13.25,0,0,6,6,95.0,0,95.0,6,1,1,0,0,9,-1.7,9670,Dropout
4,14.75,4,14.25,1,1,5,5,148.8,0,150.0,7,1,1,0,0,7,-1.7,9147,Graduate
0,0.0,0,0.0,0,0,5,5,110.0,0,120.0,5,1,1,0,0,9,-3.12,9147,Dropout
3,11.333333333333334,8,11.25,0,0,8,12,133.9,0,136.0,8,1,0,3,8,12,0.32,9991,Dropout
6,12.5,6,13.5,1,1,6,6,125.7,1,133.0,8,1,1,0,0,7,1.79,9130,Graduate
6,12.857142857142858,5,12.666666666666666,1,1,6,6,116.6,0,125.0,10,1,1,0,0,8,-0.92,9254,Graduate
6,12.333333333333334,6,15.166666666666666,1,1,6,6,141.0,1,127.0,6,3,1,0,0,6,1.79,9070,Graduate
5,15.142857142857142,6,13.166666666666666,1,0,5,6,130.0,0,130.0,7,1,1,2,4,6,2.02,9119,Dropout
6,11.333333333333334,6,14.5,1,0,6,6,140.0,1,140.0,8,1,1,0,0,6,1.79,9070,Graduate
0,0.0,0,0.0,0,0,0,0,137.5,1,135.0,0,1,1,0,0,0,-1.7,171,Graduate
2,12.5,4,10.8,1,1,5,5,120.8,1,132.0,10,4,1,0,0,8,2.02,9147,Dropout
0,0.0,0,0.0,1,0,5,5,136.5,0,110.0,5,2,1,0,0,6,0.79,9238,Dropout
4,12.0,6,11.428571428571429,0,0,7,10,122.0,0,130.0,15,1,1,2,3,23,-4.06,9003,Dropout
10,11.6,8,12.5,1,0,13,14,130.0,0,130.0,23,1,1,6,8,24,-4.06,9003,Dropout
0,0.0,0,0.0,1,0,6,6,98.0,0,133.1,12,1,1,0,0,6,1.74,9254,Dropout
5,11.5,5,12.75,1,1,5,5,121.0,1,135.0,7,3,1,0,0,8,0.79,9147,Graduate
0,0.0,0,0.0,1,0,6,6,130.0,0,140.0,10,1,1,0,0,8,-0.92,9003,Dropout
6,14.571428571428571,6,14.428571428571429,1,0,6,6,132.8,1,131.0,7,2,1,0,0,7,0.79,9773,Graduate
8,11.7125,7,12.492857142857144,1,0,8,7,126.3,0,131.0,10,1,1,0,0,9,-0.92,9500,Graduate
4,11.0,4,11.5,1,0,8,8,111.5,0,100.0,13,1,0,2,2,10,1.74,8014,Dropout
